Carrier,Month,DeviceModel,Number of Customers
"","February","ASDASDASDPH-LASD20ZPRASDASDASDPR","7"
"","February","ASDASDASDPH-LASD20ZWRASDASDASDPR","6"
"","February","ASDASDASDPH-M300IASDASDASD123ASDASDASDPR","1"
"","February","ASDASDASDPH-M500BK123ASDASDASDPR","1"
"","February","ASDASDASDPH-M510BK123ASDASDASDPR","1"
"","February","ASDASDASDPH-M5QWE0ZKXASDASDASDPR","1"
"","February","ASDASDASDPH-M620ZK123ASDASDASDPR","1"
"","February","ASDASDASDPH-M800ZKBASDASDASDPR","1"
"","February","ASDASDASDPH-M810GN123ASDASDASDPR","1"
"","February","BD-C5500/X123123","1"
"","February","BD-C6500/X123123","2"
"","February","BD-C6900/X123123","1"
"","February","BD-D5100/Z123","1"
"","February","BD-D5500/Z123","2"
"","February","BD-D6500/Z123","2"
"","February","BD-D6ASD00/Z123","1"
"","February","BD-E5QWE00/Z123","1"
"","February","BD-EASDASDASD6000/Z123","1"
"","February","BD-EM5ASDC/Z123","6"
"","February","BD-H6500/Z123","5"
"","February","BD-P1500/X123123","1"
"","February","BD-P1590/X123123","1"
"","February","BD-P1600/X123123","1"
"","February","BD-UP5000/X123123","1"
"","February","BHM3500JB123CASDASDASDT123","1"
"","February","BI19BASDASDASDASDASDASDB","2"
"","February","CLX-3185FW/X123123","1"
"","February","DP5001232D-12302UB","1"
"","February","DPASD001233D-12301UASDASDASD","1"
"","February","DV209123EW/X123123","1"
"","February","DV393ETP123WR/1231","1"
"","February","DVD-HD860/X123123","1"
"","February","DVD-VQWE600/X123123","1"
"","February","DVQWE19123EU/X123123","1"
"","February","DVQWE5HASD000EW/1232","1"
"","February","DVQWEQWE8123EP/X123123","1"
"","February","DVQWEQWE8123EW/X123123","1"
"","February","EC-ASDASDASDH100ZBPBUASDASDASD","1"
"","February","EC-ASDASDASDL202UBP/UASDASDASD","1"
"","February","EC-BL105ASDASDASDB123/UASDASDASD","1"
"","February","EC-DV300FBPBUASDASDASD","1"
"","February","EC-WB350FBPUUASDASDASD","1"
"","February","EK-GC200ZK123X123R","2"
"","February","HL61123ASD501231FXZ123","1"
"","February","HLASDASDASD508ASDWX/X123123","1"
"","February","HLASDASDASD618ASDWX/X123123","1"
"","February","HLASDASDASDQWE6ASD6ASDASDASDX/X123123","1"
"","February","HLPQWE663WX/X123123","1"
"","February","HLRQWE266WX/X123123","1"
"","February","HPT505QWEX/X123123","2"
"","February","HPT506QWEX/X123123","1"
"","February","HPTQWE23QWEX/X123123","1"
"","February","HT-P38TH/X123123","1"
"","February","HT-TZ312T/X123123","1"
"","February","HT-WASDASDASD1G/X123123","1"
"","February","HW-DASD000/Z123","1"
"","February","LASDASDASD19GASDASDASDEASDASDASDBY/X123123","3"
"","February","LASDASDASD1ASDMEBASDASDASDBD/X123123","1"
"","February","LASDASDASD20H123WCBH/X123123","2"
"","February","LASDASDASD20H123WCBQ/XX123","1"
"","February","LASDASDASD22CMKKFV/Z123","1"
"","February","LASDASDASD23CMZKFZ/Z123","1"
"","February","LASDASDASD23WHUKFK/Z123","1"
"","February","LASDASDASD2ASD123ASD50DASDASDASD/Z123","1"
"","February","LASDASDASD2QWEKILKBQ/Z123","1"
"","February","LE1ASDKASDASDASDBBHQ","1"
"","February","LE1ASDKUBLK","1"
"","February","LN19123QWE51C1DXZ123","1"
"","February","LN22123QWE50C1DXZ123","2"
"","February","LN32123330J1NXZ123","1"
"","February","LN32123QWE50C1DXZ123","3"
"","February","LN52123ASD50R1FXZ123","1"
"","February","LNASDASDASDQWE0QWE1DX/X123123","1"
"","February","LNQWE0123630M1FXZ123","1"
"","February","LNQWE0C530F1FXZ123","1"
"","February","LNQWE0C650L1FXZ123","1"
"","February","LNQWE61236501231FXZ123","1"
"","February","LNQWE6123850ASDASDASD1FXZ123","1"
"","February","LNR1550PX/X123123","1"
"","February","LNT23QWE2HX/X123123","1"
"","February","LNT3253HX/X123123","1"
"","February","LNTQWE061FX/X123123","1"
"","February","LNTQWE065FX/X123123","1"
"","February","LNTQWE0ASD1FX/X123123","1"
"","February","LNTQWE665FX/X123123","1"
"","February","LTP15QWE5X/X123123","1"
"","February","MJ19123ASDASDASDASDASDASDB","2"
"","February","MJ19EASDASDASDKB","1"
"","February","MJ1ASD123ASDASDASDASDASDASDBY","2"
"","February","ML-2010/X123123","1"
"","February","ML-2510/X123123","1"
"","February","MZ-ASD5E250B/123M","1"
"","February","MZ-ASDTD250BW","1"
"","February","MZ-ASDTE120KW","1"
"","February","MZ19FASDASDASDASDASDASDASDASDASD","1"
"","February","NB21BASDASDASD123ASDASDASD","1"
"","February","NP-QXQWE11-W01UB","1"
"","February","NP300E5C-12306UASDASDASD","1"
"","February","NP305EASD123-12303UASDASDASD","1"
"","February","NP900X3E-12303UASDASDASD","1"
"","February","NPASD00Z5C-ASDASDASD02UB","2"
"","February","NPQWEASD0R5E-K01UB","1"
"","February","PN50B550T2FXZ123","2"
"","February","PN50CQWE50B1DXZ123","1"
"","February","PN51EQWEQWE01232FXZ123","2"
"","February","PN51FQWE500123FXZ123","1"
"","February","PN58CASD000YFXZ123","1"
"","February","PN59D550C1FXZ123","1"
"","February","PN60EASD000FFXZ123","1"
"","February","PNQWE3EQWEQWE01232FXZ123","1"
"","February","RASDASDASD26ASDL123ASDASDASDH/X123123","1"
"","February","RF263123EBP/X123123","1"
"","February","RFG29ASD123BRASDASDASD/X123123","1"
"","February","RFQWE28ASDH123PN/X123123","1"
"","February","RFQWE28ASDH123RASDASDASD/X123123","1"
"","February","TXN32QWE5FPX/X123123","1"
"","February","UN32EH5300FXZ123","1"
"","February","UN32F5500123FXZ123","1"
"","February","UN50H5203123FXZ123","1"
"","February","UN55B8000XFXZ123","2"
"","February","UN55C6300ASDASDASDFXZ123","1"
"","February","UN55C8000XFXZ123","3"
"","February","UN55DASD000LFXZ123","1"
"","February","UN55EASDASDASD6500FXZ123","1"
"","February","UN55EASDASDASDASD550FXZ123","1"
"","February","UN55F6350123FXZ123","1"
"","February","UN55F6QWE00123FXZ123","1"
"","February","UN55F8000BFXZ123","1"
"","February","UN55FH6003FXZ123","1"
"","February","UN60F6350123FXZ123","1"
"","February","UN65F8000BFXZ123","1"
"","February","UNQWE0EH5300FXZ123","1"
"","February","UNQWE6B8000XFXZ123","1"
"","February","UNQWE6C6300ASDASDASDFXZ123","1"
"","February","UNQWE6C6500VFXZ123","1"
"","February","UNQWE6D6000ASDASDASDFXZ123","1"
"","February","UNQWE6F6300123FXZ123","1"
"","February","UNQWE6F6350123FXZ123","1"
"","February","W123MASD50/Z123","1"
"","February","W123QWE5HASD000123W/1232","1"
"","February","WF316L123ASDASDASD/X123123","2"
"","February","WF33ASD123123L/X123123","1"
"","February","WF393BTP123WR/1232","2"
"","February","WFQWE19123123U/X123123","1"
"","February","WFQWE55123RGASDASDASDWR/123123","1"
"","February","WFQWEQWE8123123P/X123123","1"
"","February","WFQWEQWE8123123W/X123123","1"
"","February","WIASDASDASD09123BGNX/X123123","1"
"","February","XE303C12-12301UASDASDASD","1"
"","February","YP-90ASDASDASD/X123123","1"
"","February","YP-ASDASDASD3J123RY/X123123","1"
"","February","YP-TASDJX/X123123","1"
"","January","123B553QWEQWE6G123BASDASDASDTD","1"
"","January","123BCH6558R123BASDASDASDTD","1"
"","January","123T123DM10JBEBASDASDASDTD","1"
"","January","ASDASDASDASDASDASDG-P2100ASDASDASD/Z123","1"
"","January","ASDASDASDC-D10ASD/X123123","1"
"","January","ASDASDASDCH-1235ASD0NBUX123R","1"
"","January","ASDASDASDCH-I535RWBVZW","7"
"","January","ASDASDASDCH-R350WR123MTR","1"
"","January","ASDASDASDEC-R350WR123MTR","1"
"","January","ASDASDASDEG-12315ASDZKV123TT","1"
"","January","ASDASDASDEG12313ASDIB123123TT","1"
"","January","ASDASDASDEG12316ASDLB123123TT","1"
"","January","ASDASDASDEG1238ASDASDRB123123TT","2"
"","January","ASDASDASDGH-123ASD0ASDD123123CIN","4"
"","January","ASDASDASDGH-E31ASDCASDASDASDBCIN","1"
"","January","ASDASDASDGH-EASD15E123123TMB","1"
"","January","ASDASDASDGH-I33ASDZBM123TT","3"
"","January","ASDASDASDGH-I33ASDZKN123TT","1"
"","January","ASDASDASDGH-I60ASDZK123CIN","2"
"","January","ASDASDASDGH-T209NBBTMB","1"
"","January","ASDASDASDGH-T219ASDASDASDRBTMB","1"
"","January","ASDASDASDGH-T219ASDASDASDRWTMB","2"
"","January","ASDASDASDGH-T239D123WTMB","1"
"","January","ASDASDASDGH-T329TKBTMB","1"
"","January","ASDASDASDGH-T369ZK123TMB","1"
"","January","ASDASDASDGH-T399RN123TMB","19"
"","January","ASDASDASDGH-T509DVBTMB","1"
"","January","ASDASDASDGH-T629123ASDASDASD123TMB","1"
"","January","ASDASDASDGH-T809OKBTMB","1"
"","January","ASDASDASDGH-T919CN123TMB","1"
"","January","ASDASDASDGH-T919OI123TMK","1"
"","January","ASDASDASDGH-T919OIBTMB","1"
"","January","ASDASDASDGH-TQWE29OB123TMB","1"
"","January","ASDASDASDGH-TQWE29OBBTMB","1"
"","January","ASDASDASDGH-TQWE59LG123TMB","1"
"","January","ASDASDASDGH-TQWE69RRBTMB","1"
"","January","ASDASDASDGH-XQWE2ASDMASDASDASDMCIN","1"
"","January","ASDASDASDGH-XQWE2ASDZASDASDASD123CIN","1"
"","January","ASDASDASDL-CQWE60FW/X123123","1"
"","January","ASDASDASDL-M20ASD0W/X123123","1"
"","January","ASDASDASDM-G360PZW123BASDASDASDT","5"
"","January","ASDASDASDM-G900RZK123LR123","1"
"","January","ASDASDASDM-N915RZKEUASDASDASDC","1"
"","January","ASDASDASDM-T230NYKUBNN","7"
"","January","ASDASDASDM-T230NZWUBNN","6"
"","January","ASDASDASDM-T530NYKUBNN","2"
"","January","ASDASDASDM-T80ASDTTASDASDASD123TMB","6"
"","January","ASDASDASDMX-FQWE0RN/X123123","1"
"","January","ASDASDASDPH-123620ZASDASDASDASDASDASDX123R","1"
"","January","ASDASDASDPH-123ASD00BASDASDASDASDASDASDX123R","1"
"","January","ASDASDASDPH-123QWE00","1"
"","January","ASDASDASDPH-I350DL123ASDASDASDPR","1"
"","January","ASDASDASDPH-LASD10RWRASDASDASDPR","1"
"","January","ASDASDASDPH-LASD20ZKRASDASDASDPR","9"
"","January","ASDASDASDPH-LASD20ZPRASDASDASDPR","4"
"","January","ASDASDASDPH-LASD20ZWRASDASDASDPR","2"
"","January","ASDASDASDPH-M5QWE0ZP123ASDASDASDPR","2"
"","January","ASDASDASDPH-M620ZK123ASDASDASDPR","2"
"","January","ASDASDASDPH-M800ZKBASDASDASDPR","1"
"","January","ASDASDASDPH-M810GN123ASDASDASDPR","2"
"","January","BD-C5500/X123123","3"
"","January","BD-C5900/X123123","1"
"","January","BD-C6900/X123123","2"
"","January","BD-D5100/Z123","2"
"","January","BD-D5300/Z123","1"
"","January","BD-D5ASD00/Z123","2"
"","January","BD-D6500/Z123","1"
"","January","BD-DASD500/Z123","1"
"","January","BD-EM59C/Z123","1"
"","January","BD-EM5ASDC/Z123","1"
"","January","BD-F5ASD00/Z123","1"
"","January","BD-FM59/Z123","2"
"","January","BD-FM5ASDC/Z123","2"
"","January","BD-H6500/Z123","1"
"","January","BD-HM5ASDC/Z123","1"
"","January","BD-P1000/X123123","2"
"","January","BD-P1500/X123123","2"
"","January","BD-P1590/X123123","2"
"","January","BD-P1600/X123123","1"
"","January","BD-P3600/X123123","1"
"","January","BI19BASDASDASDASDASDASDB","1"
"","January","CLP-300/X123123","1"
"","January","CLP-315/X123123","1"
"","January","CLP-510/X123123","1"
"","January","CLX-6260FD/X123123","1"
"","January","DMRASD8123HASDASDASD/X123123","1"
"","January","DV3C6BGW/X123123","1"
"","January","DV50F9123ASDEVP/1232","1"
"","January","DVD-M301/X123123","2"
"","January","DVQWE19123EW/X123123","1"
"","January","EC-ASDASDASDL20212301KUASDASDASD","1"
"","January","EC-ASDASDASDL605ZBPUUASDASDASD","1"
"","January","EC-WB350FBPUUASDASDASD","1"
"","January","EF-BT230WBEGUJ","1"
"","January","EK-GC200ZK123X123R","3"
"","January","ET-G900VMK123VZW","1"
"","January","EV-NX300ZBASDASDASDVUASDASDASD","1"
"","January","EV-NX30ZZBGBUASDASDASD","1"
"","January","GASDASDASD1ASDMASDASDASDASDASDASDASDASDASD","1"
"","January","HCLQWEASD15WX/X123123","1"
"","January","HLASDASDASDQWE266WX/X123123","1"
"","January","HLASDASDASDQWE6ASD6ASDASDASDX/X123123","1"
"","January","HLPQWE6ASDQWEWX/X123123","1"
"","January","HLRQWE266WX/X123123","1"
"","January","HPASDASDASDQWE253X/X123123","1"
"","January","HT-123ASDASDASDASD30ASDASDASDT/X123123","1"
"","January","HT-BD1250T/X123123","1"
"","January","HT-BD3252T/X123123","2"
"","January","HT-C5500/X123123","2"
"","January","HT-FQWE500/Z123","1"
"","January","HT-TQ85T/X123123","1"
"","January","HT-WASDASDASD1G/X123123","1"
"","January","HW-EQWE50/Z123","1"
"","January","HW-F550/Z123","1"
"","January","LASDASDASD19PEBASDASDASDFV/X123123","1"
"","January","LASDASDASD19PEWASDASDASDFV/X123123","1"
"","January","LASDASDASD1ASDH123BKBJ/X123123","1"
"","January","LASDASDASD20123300BASDASDASD/Z123","1"
"","January","LASDASDASD20BRB123B/X123123","1"
"","January","LASDASDASD22CMKKFV/Z123","1"
"","January","LASDASDASD22WJWKBM/X123123","1"
"","January","LASDASDASD23C350HASDASDASD/Z123","2"
"","January","LASDASDASD2QWEPUHKFV/Z123","1"
"","January","LN32123550P3FXZ123","1"
"","January","LN321235QWE0P2DXZ123","1"
"","January","LN32B360C5DXZ123","1"
"","January","LN32B550K1FXZ123","1"
"","January","LN32C530F1FXZ123","1"
"","January","LN52123580P6FXZ123","1"
"","January","LN521236501231FXZ123","3"
"","January","LN52123ASD50R1FXZ123","1"
"","January","LN55C630K1FXZ123","1"
"","January","LNASDASDASD1952WX/X123123","1"
"","January","LNASDASDASD2651DX/X123123","1"
"","January","LNASDASDASDQWE692DX/X123123","1"
"","January","LNQWE01236501231FXZ123","1"
"","January","LNQWE0123QWE50C1DXZ123","1"
"","January","LNQWE0D550K1FXZ123","2"
"","January","LNQWE6123550P3FXZ123","1"
"","January","LNQWE6123ASD50R1FXZ123","1"
"","January","LNQWE6B550K1FXZ123","1"
"","January","LNQWE6C630K1FXZ123","2"
"","January","LNT3253HX/X123123","1"
"","January","LNT5265FX/X123123","1"
"","January","LNT52ASD1FX/X123123","2"
"","January","LNTQWE053HX/X123123","1"
"","January","LNTQWE061FX/X123123","1"
"","January","LNTQWE0ASD1FX/X123123","1"
"","January","LNTQWE0QWE2HX/X123123","2"
"","January","LNTQWE661FX/X123123","1"
"","January","LNTQWE665FX/X123123","1"
"","January","LTP22ASDWX/X123123","1"
"","January","ML-2525W/X123123","2"
"","January","MZ-ASDPD256BW","1"
"","January","NB21BASDASDASD123ASDASDASD","1"
"","January","NB21BASDASDASD123B","2"
"","January","NP-N130-J12301UASDASDASD","1"
"","January","NP-QXQWE10-J01UASDASDASD","1"
"","January","NP300E5123-12301UB","1"
"","January","NP300U1123-12301UASDASDASD","1"
"","January","NP905ASDASDASD3G-K02UASDASDASD","4"
"","January","NPQWEASD0R5E-K01UB","1"
"","January","PN50B550T2FXZ123","1"
"","January","PN50B650ASDASDASD1FXZ123","1"
"","January","PN51D550C1FXZ123","1"
"","January","PN51F5500123FXZ123","1"
"","January","PN60E6500EFXZ123","1"
"","January","PN60EASD000FFXZ123","1"
"","January","PN6QWED8000FFXZ123","1"
"","January","PNQWE2123QWE50P1DXZ123","1"
"","January","PNQWE3FQWE500123FXZC","1"
"","January","RASDASDASDG25ASD123123RASDASDASD/X123123","1"
"","January","T123D13ASDVASDASDASDEB/ASDASDASDTD","1"
"","January","UN32EHQWE003FXZ123","3"
"","January","UN50EASDASDASD6900FXZ123","1"
"","January","UN55B8000XFXZ123","1"
"","January","UN55BASD100WFXZ123","1"
"","January","UN55C9000ZFXZ123","1"
"","January","UN55D8000YFXZ123","1"
"","January","UN55EASDASDASD6100FXZ123","1"
"","January","UN55EASDASDASDASD500FXZ123","1"
"","January","UN55H6300123FXZ123","1"
"","January","UN60DASD000VFXZ123","1"
"","January","UN65F8000BFXZ123","1"
"","January","UN65HASD150123FXZ123","1"
"","January","UN65HU8500FXZ123","1"
"","January","UN65HU8550FXZ123","1"
"","January","UN65HU9000FXZ123","1"
"","January","UNQWE0CASD000WFXZ123","1"
"","January","UNQWE0D6000ASDASDASDFXZ123","1"
"","January","UNQWE0D6QWE20UFXZ123","1"
"","January","UNQWE0EASDASDASD6150FXZ123","1"
"","January","UNQWE0H5203123FXZ123","2"
"","January","UNQWE6B8000XFXZ123","1"
"","January","UNQWE6B8500XFXZ123","1"
"","January","UNQWE6BASD000WFXZ123","1"
"","January","UNQWE6C6300ASDASDASDFXZ123","1"
"","January","UNQWE6CASD000WFXZ123","1"
"","January","UNQWE6D6900WFXZ123","2"
"","January","UNQWE6D6QWE20UFXZ123","1"
"","January","UNQWE6EASDASDASDASD500FXZ123","1"
"","January","UNQWE8H6350123FXZ123","1"
"","January","VR-8ASD0ASD/ASDASDASDE123","1"
"","January","W12350F9123ASDDASDASDASDP/1232","1"
"","January","W123M250/Z123","1"
"","January","WF306BHW/X123123","1"
"","January","WF33ASD123123R/X123123","1"
"","January","WIASDASDASD09123BGNX/X123123","1"
"","January","YP-GASD0CW/TTT","1"
"","January","YP-GI1CB/X123123","1"
"","January","YP-K3JQR/X123123","1"
"","January","YP-U2JZW/X123123","1"
"","January","YP-Z5123ASDASDASD/X123123","1"
"","July","123B603QWEQWE3C123BASDASDASDTD","1"
"","July","123PCBASDASDASD10UBEBASDASDASDTD","1"
"","July","123W129CB/X123123","1"
"","July","123W12ECBASDX123123","1"
"","July","ASDASDASDCH-123950WRXX123R","1"
"","July","ASDASDASDCH-I220MB123MTR","1"
"","July","ASDASDASDCH-I535RWBVZW","18"
"","July","ASDASDASDCH-R350WR123MTR","1"
"","July","ASDASDASDCH-R500ZR123123TL","1"
"","July","ASDASDASDCH-RQWE10ZR123MTR","1"
"","July","ASDASDASDCH-RQWE20D123123MTR","1"
"","July","ASDASDASDCX-QWE521F/X123123","1"
"","July","ASDASDASDEG12311ASDZK123123TT","1"
"","July","ASDASDASDGH-CQWE16ZK123GEN","1"
"","July","ASDASDASDGH-DQWE0ASDZK123CIN","1"
"","July","ASDASDASDGH-I33ASDZBM123TT","3"
"","July","ASDASDASDGH-I33ASDZKN123TT","1"
"","July","ASDASDASDGH-T109OGBTMB","1"
"","July","ASDASDASDGH-T629123ASDASDASDMTMB","1"
"","July","ASDASDASDGH-T809OK123TMB","1"
"","July","ASDASDASDGH-T819CNBTMB","1"
"","July","ASDASDASDGH-TASDQWE9T123KTMB","1"
"","July","ASDASDASDGH-TQWE39ZB123TMB","1"
"","July","ASDASDASDGH-XQWE26ZASDASDASD123123WASDASDASD","1"
"","July","ASDASDASDGH-XQWE2ASDMASDASDASDBCIN","2"
"","July","ASDASDASDGH-XQWEASD5LASDASDASDBTMB","1"
"","July","ASDASDASDM-G900RZK123LR123","3"
"","July","ASDASDASDM-G900VMK123VZW","2"
"","July","ASDASDASDMX-F50BN/X123123","1"
"","July","ASDASDASDPH-123920WASDASDASDASDASDASDX123R","2"
"","July","ASDASDASDPH-LASD20ZKRASDASDASDPR","12"
"","July","ASDASDASDPH-LASD20ZPRASDASDASDPR","3"
"","July","ASDASDASDPH-LASD20ZWRASDASDASDPR","7"
"","July","ASDASDASDPH-M300IASDASDASD123ASDASDASDPR","1"
"","July","ASDASDASDPH-M5QWE0ZKXASDASDASDPR","1"
"","July","ASDASDASDPH-M620ZK123ASDASDASDPR","1"
"","July","BD-C5500/X123123","1"
"","July","BD-C6500/X123123","1"
"","July","BD-D5ASD00/Z123","3"
"","July","BD-E5900/Z123","3"
"","July","BD-E5QWE00/Z123","1"
"","July","BD-EASDASDASD6000/Z123","1"
"","July","BD-F5900/Z123","1"
"","July","BD-H6500/Z123","1"
"","July","BD-P1000/X123123","1"
"","July","BD-P1600/X123123","2"
"","July","BI19BASDASDASDASDASDASDB","1"
"","July","CLP-300/X123123","1"
"","July","DMRASDASDLHASDASDASD/X123123","2"
"","July","DV350123GP/X123123","1"
"","July","DVD-1080P9/X123123","1"
"","July","DVD-C500/X123123","1"
"","July","DVD-P2QWE1/X123123","1"
"","July","DVD-V2000/X123123","1"
"","July","DVQWE19123EU/X123123","1"
"","July","DVQWE5ASDGVGASDASDASDGR/123123","1"
"","July","EC-ASDASDASDL620123BP/UASDASDASD","1"
"","July","EK-GC200ZK123X123R","1"
"","July","EV-NX200ZB123BUASDASDASD","1"
"","July","FTQ30ASDNWGX/X123123","2"
"","July","HCLQWEASD15WX/X123123","1"
"","July","HLASDASDASDQWE266WX/X123123","1"
"","July","HLASDASDASDQWE6ASD6ASDASDASDX/X123123","1"
"","July","HLT6156WX/X123123","1"
"","July","HT-BD3252T/X123123","1"
"","July","HT-C6600/X123123","1"
"","July","HT-C6930W/X123123","1"
"","July","HT-Z510T/X123123","1"
"","July","HW-CQWE50/X123123","1"
"","July","HW-EQWE50/Z123","1"
"","July","LASDASDASD20BRDBBV/X123123","1"
"","July","LASDASDASD22MEWASDASDASDFV/X123123","1"
"","July","LASDASDASD23CMZKFV/Z123","1"
"","July","LASDASDASD2QWEHUBCFV/X123123","1"
"","July","LASDASDASD2QWETDNASDASDASDUV/Z123","1"
"","July","LASDASDASD30HUBCB/X123123","1"
"","July","LN32123330J1DXZ123","1"
"","July","LN32B360C5DXZ123","1"
"","July","LN32B530PASDFXZ123","1"
"","July","LN32C530F1FXZ123","1"
"","July","LN3ASD123550P3FXZ123","1"
"","July","LNASDASDASDQWE095DX/X123123","1"
"","July","LNASDASDASDQWE696DX/X123123","1"
"","July","LNQWE01236501231FXZ123","1"
"","July","LNQWE0123ASD50R1FXZ123","1"
"","July","LNQWE0C630K1FXZ123","1"
"","July","LNQWE0C630K1FXZC","1"
"","July","LNQWE0E550FASDFXZ123","1"
"","July","LNQWE6B650T1FXZ123","1"
"","July","ML-1ASDQWE0/X123123","1"
"","July","ML-2152W/X123123","1"
"","July","ML-2525W/X123123","1"
"","July","NPASD00Z5B-ASDASDASD01UB","1"
"","July","PN50B850Y1FXZ123","1"
"","July","PN50B860Y2FXZ123","1"
"","July","PN51D5301233FXZ123","1"
"","July","PN51E6500EFXZ123","1"
"","July","PN60F5350123FXZ123","1"
"","July","PNQWE2123QWE50P1DXZ123","1"
"","July","PTQWE298HDX/ASDASDASDMASDASDASD","1"
"","July","RASDASDASD2530BASDASDASDH/X123123","1"
"","July","RASDASDASD261MDBP/X123123","1"
"","July","RASDASDASD261MDRASDASDASD/X123123","1"
"","July","RASDASDASD261MDWP/X123123","1"
"","July","RFG238123123RASDASDASD/X123123","1"
"","July","TXM309ASDWHFXX123123","1"
"","July","UN22D5000NFXZ123","1"
"","July","UN32C6500VFXZ123","1"
"","July","UN32EH5000FXZ123","1"
"","July","UN32EHQWE003FXZ123","1"
"","July","UN50F5500123FXZ123","1"
"","July","UN50F6QWE00123FXZ123","1"
"","July","UN55B8000XFXZ123","1"
"","July","UN55D8000YFXZ123","1"
"","July","UN55EASDASDASD8000FXZ123","1"
"","July","UN60EASDASDASD8000FXZ123","1"
"","July","UN60EASDASDASDASD500FXZ123","1"
"","July","UN65H6300123FXZ123","1"
"","July","UNQWE0B6000VFXZ123","1"
"","July","UNQWE0D5550RFXZ123","1"
"","July","UNQWE0EASDASDASD6100FXZ123","1"
"","July","UNQWE0F6300123FXZ123","1"
"","July","UNQWE6C6900VFXZ123","1"
"","July","UNQWE6F6350123FXZ123","1"
"","July","W12350F91236DASDASDASDW/1232","1"
"","July","WF328123123W/X123123","1"
"","July","WF350123NP/X123123","1"
"","July","WFQWE19123123W/X123123","1"
"","July","XE303C12-12301UASDASDASD","1"
"","July","Y123-BH2ASD0B/UPC","1"
"","July","YP-GASDASDASD1CB/X123123","1"
"","June","123123-RD5NDOC/UASDASDASD","1"
"","June","123123EPQWE35ASDASDASDBEBC","1"
"","June","123ASDASDASDY13QWEDASDASDASDEB/ASDASDASDTD","1"
"","June","123B103QWE50C123BASDASDASDTD","1"
"","June","123B503QWEQWE2B123BASDASDASDTD","1"
"","June","123B653850C123BASDASDASDTD","1"
