"57_BRX Welcome Stream","","T3","","2013-06-30","15","2","0","0.1333","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-01","19","5","0","0.2632","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-02","18","3","1","0.1667","0.3333","0.0556","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-03","20","4","0","0.2000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-04","21","6","1","0.2857","0.1667","0.0476","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-05","12","4","1","0.3333","0.2500","0.0833","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-06","13","2","0","0.1538","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-07","12","3","0","0.2500","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-08","11","2","0","0.1818","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-09","14","2","1","0.1429","0.5000","0.0714","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-10","16","3","0","0.1875","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-11","14","2","0","0.1429","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-12","17","6","0","0.3529","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-13","20","6","0","0.3000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-14","15","1","1","0.0667","1.0000","0.0667","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-15","23","3","0","0.1304","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-16","16","4","0","0.2500","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-17","28","7","0","0.2500","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-18","21","3","1","0.1429","0.3333","0.0476","0.0000"
"57_BRX Welcome Stream","","T3","","2013-07-19","9","2","0","0.2222","0.0000","0.0000","0.0000"
"AR_PRC_AB4_Resend","","","S4","2013-07-08","74","28","9","0.3784","0.3214","0.1216","0.0000"
"AR_PRC_Trigger","","","S3","2013-10-27","1","1","1","1.0000","1.0000","1.0000","0.0000"
"AR_PRC_Trigger","","","S3","2014-05-19","1","1","1","1.0000","1.0000","1.0000","0.0000"
"AR_PRC_Trigger","","","S3","2014-05-21","1","1","0","1.0000","0.0000","0.0000","0.0000"
"AR_PRC_Trigger","","","S4","2013-09-25","1","1","1","1.0000","1.0000","1.0000","0.0000"
"AR_PRC_Trigger","","","S4","2013-10-18","1","0","0","0.0000","NULL","0.0000","NULL"
